Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),CO selectivity (%),Methanol selectivity (%),STY_CH3OH (g/kg·h) (LN scale),CO2 conversion efficiency (%),Unnamed: 17,Unnamed: 18,Unnamed: 19,DOI,Name,Year
0.4918,Zr,0.189,Al,0.7656,4.820281566,Co-precipitation,400.0,2.0,260.0,30.0,3.0,8.699514748,65.3005,34.6995,4.951202678,18.8747,,,,10.1007/s40242-016-6130-6,,2016
0.4534,Zr,0.2787,Al,0.3008,4.828313737,Co-precipitation,400.0,2.0,200.0,30.0,3.0,8.699514748,22.08,77.92,4.742385784,6.81,,,,10.1007/s40242-016-6130-6,,2016
0.4534,Zr,0.2787,Al,0.3008,4.828313737,Co-precipitation,400.0,2.0,220.0,30.0,3.0,8.699514748,47.73,52.27,4.805591357,10.82,,,,10.1007/s40242-016-6130-6,,2016
0.4534,Zr,0.2787,Al,0.3008,4.828313737,Co-precipitation,400.0,2.0,240.0,30.0,3.0,8.699514748,69.16,30.84,4.673460144,16.05,,,,10.1007/s40242-016-6130-6,,2016
0.4534,Zr,0.2787,Al,0.3008,4.828313737,Co-precipitation,400.0,2.0,260.0,30.0,3.0,8.699514748,69.48,30.52,4.749403854,17.51,,,,10.1007/s40242-016-6130-6,,2016
0.4929,Zr,0.373,Null,,4.59511985,Co-precipitation,400.0,2.0,200.0,30.0,3.0,8.699514748,23.8579,76.1421,2.824774403,0.971867,,,,10.1007/s40242-016-6130-6,,2016
0.4929,Zr,0.373,Null,,4.59511985,Co-precipitation,400.0,2.0,220.0,30.0,3.0,8.699514748,61.4754,38.5246,3.911676006,5.9335,,,,10.1007/s40242-016-6130-6,,2016
0.4929,Zr,0.373,Null,,4.59511985,Co-precipitation,400.0,2.0,240.0,30.0,3.0,8.699514748,84.153,15.847,3.510991179,9.56522,,,,10.1007/s40242-016-6130-6,,2016
0.4929,Zr,0.373,Null,,4.59511985,Co-precipitation,400.0,2.0,260.0,30.0,3.0,8.699514748,89.8907,10.1093,3.420526574,13.6573,,,,10.1007/s40242-016-6130-6,,2016
0.7295,Zr,0.6433,Null,,4.820281566,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,26.81,73.19,4.78927327,3.82,,,,10.1016/j.cej.2017.11.117,"Enhanced activity, selectivity and stability of a CuO-ZnO-ZrO2 catalyst by adding graphene oxide for CO2 hydrogenation to methanol",2018
0.7295,Zr,0.6433,Null,,4.820281566,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,45.41,54.59,5.177283967,7.53,,,,10.1016/j.cej.2017.11.117,,2018
0.7295,Zr,0.6433,Null,,4.820281566,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,58.36,41.64,5.295671949,13.49,,,,10.1016/j.cej.2017.11.117,,2018
0.7295,Zr,0.6433,Null,,4.820281566,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,81.41,18.59,4.805487504,16.26,,,,10.1016/j.cej.2017.11.117,,2018
0.7295,Zr,0.6433,Null,,4.820281566,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,92.8,7.2,4.157039135,24.05,,,,10.1016/j.cej.2017.11.117,,2018
0.7362,Zr,0.6742,GO,0.03217,4.912654886,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,25.85,74.15,5.162387592,4.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7362,Zr,0.6742,GO,0.03217,4.912654886,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,44.31,55.69,5.444872209,9.11,,,,10.1016/j.cej.2017.11.117,,2018
0.7362,Zr,0.6742,GO,0.03217,4.912654886,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,57.89,42.11,5.562175308,15.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7362,Zr,0.6742,GO,0.03217,4.912654886,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,80.69,19.31,5.302218046,21.55,,,,10.1016/j.cej.2017.11.117,,2018
0.7362,Zr,0.6742,GO,0.03217,4.912654886,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,90.41,9.59,4.28217011,24.63,,,,10.1016/j.cej.2017.11.117,,2018
0.7472,Zr,0.6763,GO,0.05332,4.976733742,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,23.08,76.92,5.162387592,4.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7472,Zr,0.6763,GO,0.05332,4.976733742,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,42.79,57.21,5.564687704,9.11,,,,10.1016/j.cej.2017.11.117,,2018
0.7472,Zr,0.6763,GO,0.05332,4.976733742,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,55.89,44.11,5.618421185,15.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7472,Zr,0.6763,GO,0.05332,4.976733742,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,76.5,23.5,5.486426365,21.76,,,,10.1016/j.cej.2017.11.117,,2018
0.7472,Zr,0.6763,GO,0.05332,4.976733742,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,90.5,9.5,4.63013968,24.63,,,,10.1016/j.cej.2017.11.117,,2018
0.7626,Zr,0.6816,GO,0.1372,4.852030264,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,26.81,73.19,5.139618514,4.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7626,Zr,0.6816,GO,0.1372,4.852030264,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,45.41,54.59,5.472765946,9.11,,,,10.1016/j.cej.2017.11.117,,2018
0.7626,Zr,0.6816,GO,0.1372,4.852030264,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,58.36,41.64,5.528926431,15.29,,,,10.1016/j.cej.2017.11.117,,2018
0.7626,Zr,0.6816,GO,0.1372,4.852030264,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,84.41,15.59,5.295671949,21.76,,,,10.1016/j.cej.2017.11.117,,2018
0.7626,Zr,0.6816,GO,0.1372,4.852030264,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,92.8,7.2,4.335033436,24.69,,,,10.1016/j.cej.2017.11.117,,2018
0.7575,Zr,0.6727,GO,0.1912,4.65396035,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,26.81,73.19,4.610787567,2.92,,,,10.1016/j.cej.2017.11.117,,2018
0.7575,Zr,0.6727,GO,0.1912,4.65396035,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,45.19,54.81,5.162387592,6.3,,,,10.1016/j.cej.2017.11.117,,2018
0.7575,Zr,0.6727,GO,0.1912,4.65396035,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,55.89,44.11,5.265672366,11.4,,,,10.1016/j.cej.2017.11.117,,2018
0.7575,Zr,0.6727,GO,0.1912,4.65396035,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,80.93,19.07,4.744704269,17.52,,,,10.1016/j.cej.2017.11.117,,2018
0.7575,Zr,0.6727,GO,0.1912,4.65396035,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,89.8,10.2,4.536442407,22.01,,,,10.1016/j.cej.2017.11.117,,2018
0.784,Zr,0.6697,GO,0.4648,4.553876892,Reverse co-precipitation,350.0,2.0,200.0,20.0,3.0,9.655026193,25.85,74.15,4.463697174,2.18,,,,10.1016/j.cej.2017.11.117,,2018
0.784,Zr,0.6697,GO,0.4648,4.553876892,Reverse co-precipitation,350.0,2.0,220.0,20.0,3.0,9.655026193,44.31,55.69,4.877860529,4.95,,,,10.1016/j.cej.2017.11.117,,2018
0.784,Zr,0.6697,GO,0.4648,4.553876892,Reverse co-precipitation,350.0,2.0,240.0,20.0,3.0,9.655026193,54.89,45.11,5.206427096,7.99,,,,10.1016/j.cej.2017.11.117,,2018
0.784,Zr,0.6697,GO,0.4648,4.553876892,Reverse co-precipitation,350.0,2.0,260.0,20.0,3.0,9.655026193,82.69,17.31,4.940675018,15.86,,,,10.1016/j.cej.2017.11.117,,2018
0.784,Zr,0.6697,GO,0.4648,4.553876892,Reverse co-precipitation,350.0,2.0,280.0,20.0,3.0,9.655026193,90.5,9.5,4.45612291,21.67,,,,10.1016/j.cej.2017.11.117,,2018
0.4286,a_SiO2,0.01428,Al,0.9524,4.543294782,Mechanical grinding,330.0,3.0,180.0,43.0,5.0,7.60090246,8.2,91.6,4.826513352,4.7294,,,,10.1016/j.apcatb.2023.123099,Enhancing methanol selectivity of commercial Cu/ZnO/Al2O3 catalyst in CO2 hydrogenation by surface silylation,2023
0.4286,a_SiO2,0.01428,Al,0.9524,4.543294782,Mechanical grinding,330.0,3.0,210.0,43.0,5.0,7.60090246,17.4,82.6,5.267618955,8.176,,,,10.1016/j.apcatb.2023.123099,,2023
0.4286,a_SiO2,0.01428,Al,0.9524,4.543294782,Mechanical grinding,330.0,3.0,225.0,43.0,5.0,7.60090246,26.6,73.2,5.337755144,9.8997,,,,10.1016/j.apcatb.2023.123099,,2023
0.4286,a_SiO2,0.01428,Al,0.9524,4.543294782,Mechanical grinding,330.0,3.0,245.0,43.0,5.0,7.60090246,35.6,63.4,5.480057111,13.1863,,,,10.1016/j.apcatb.2023.123099,,2023
26.0,ZrO2/S,20.0,Null,,4.543294782,Co-precipitation,500.0,3.0,230.0,45.0,3.0,9.287301413,13.7978,86.2022,2.671618219,0.40492,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.543294782,Co-precipitation,500.0,3.0,260.287,45.0,3.0,9.287301413,18.5246,81.4754,4.649085532,3.29309,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.543294782,Co-precipitation,500.0,3.0,290.164,45.0,3.0,9.287301413,22.6958,77.3042,5.629811232,9.31034,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,299.822,45.0,3.0,9.287301413,25.2823,74.7177,5.754964006,10.9215,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,310.0,45.0,3.0,9.287301413,32.8689,67.1311,5.796419033,12.6719,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,319.63,45.0,3.0,9.287301413,41.8534,58.1466,5.757864944,14.0749,,,,10.1016/j.jcat.2020.11.039,,2021
26.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,330.0,45.0,3.0,9.287301413,54.7222,45.2778,5.629746425,15.8948,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,230.215,45.0,3.0,9.287301413,16.5756,83.4244,2.791422903,0.475611,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,260.0,45.0,3.0,9.287301413,23.7933,73.2067,4.583772478,3.43108,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.564348191,Co-precipitation,500.0,3.0,289.587,45.0,3.0,9.287301413,30.6311,69.3689,5.667055206,10.7705,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,299.75,45.0,3.0,9.287301413,35.8379,64.1621,5.70563128,12.1041,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,309.391,45.0,3.0,9.287301413,44.5401,55.4599,5.704929863,13.9935,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,319.515,45.0,3.0,9.287301413,51.6913,48.3087,5.697964875,15.9531,,,,10.1016/j.jcat.2020.11.039,,2021
13.0,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,329.631,45.0,3.0,9.287301413,66.1111,33.8889,5.467898037,18.0517,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,230.0,45.0,3.0,9.287301413,27.6821,72.3179,3.394678403,1.03266,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,4.762173935,Co-precipitation,500.0,3.0,260.202,45.0,3.0,9.287301413,34.3488,65.6512,4.784306916,4.68429,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,6.102558595,Co-precipitation,500.0,3.0,290.0,45.0,3.0,9.287301413,43.7933,56.2067,5.589792819,12.3009,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,6.070737728,Co-precipitation,500.0,3.0,299.606,45.0,3.0,9.287301413,47.5,52.5,5.683577301,14.4691,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,6.089044875,Co-precipitation,500.0,3.0,310.0,45.0,3.0,9.287301413,52.5956,47.4044,5.70837354,16.4281,,,,10.1016/j.jcat.2020.11.039,,2021
6.5,ZrO2/S,20.0,Null,,5.783825182,Co-precipitation,500.0,3.0,320.0,45.0,3.0,9.287301413,59.0756,40.9244,5.681699999,18.5268,,,,10.1016/j.jcat.2020.11.039,,2021
0.9231,SiO2/S,20.0,Null,,2.928523524,Impregnation,300.0,1.0,250.0,30.0,3.0,10.69194491,72.26,27.74,5.070789217,8.9,,,,10.1016/j.apcatb.2019.117941,Highly efficient CuO/ZnO/ZrO2@SBA-15 nanocatalysts for methanol synthesis from the catalytic hydrogenation of CO2,2019
1.0,Null,,Null,,3.18221184,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,37.6309,62.3691,3.401197382,1.17284,,,,10.1016/j.jcat.2017.12.029,Hydrogen spillover enabled active Cu sites for methanol synthesis from CO2 hydrogenation over Pd doped CuZn catalysts,2018
1.0,Null,,Null,,3.18221184,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,40.9366,59.0634,3.931825633,2.19136,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Null,,Null,,3.18221184,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,47.7686,52.2314,4.436751534,4.19753,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Null,,Null,,3.18221184,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,59.449,40.551,4.658710953,6.69753,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.005,Null,,2.901421594,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,30.7989,69.2011,3.688879454,1.51235,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.005,Null,,2.901421594,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,37.1901,62.8099,4.17438727,2.59259,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.005,Null,,2.901421594,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,38.5124,61.4876,4.590056548,4.10494,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.005,Null,,2.901421594,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,45.7851,54.2149,4.757891273,5.49383,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.01,Null,,2.975529566,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,22.2039,77.7961,4.787491743,3.08642,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.01,Null,,2.975529566,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,26.832,73.168,5.105945474,5.80247,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.01,Null,,2.975529566,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,35.6474,64.3526,5.33513134,8.30247,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.01,Null,,2.975529566,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,48.8705,51.1295,5.293304825,10.0,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.02,Null,,2.985681938,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,22.4242,77.5758,4.33073334,2.5,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.02,Null,,2.985681938,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,30.7989,69.2011,4.828313737,4.69136,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.02,Null,,2.985681938,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,38.5124,61.4876,5.117993812,7.00617,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.02,Null,,2.985681938,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,45.7851,54.2149,5.212214667,8.7963,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.03,Null,,2.990719732,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,22.2039,77.7961,3.912023005,1.69753,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.03,Null,,2.990719732,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,28.1543,71.8457,4.610157727,3.58025,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.03,Null,,2.990719732,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,31.4601,68.5399,4.993828176,5.58642,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.03,Null,,2.990719732,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,36.3085,63.6915,5.123963979,6.79012,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.04,Null,,3.94931879,Decomposition-precipitation,50.0,12.0,230.0,45.0,3.0,9.287301413,26.832,73.168,3.583518938,1.2963,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.04,Null,,3.696351469,Decomposition-precipitation,50.0,12.0,250.0,45.0,3.0,9.287301413,28.3747,71.6253,4.412798293,2.99383,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.04,Null,,4.182050143,Decomposition-precipitation,50.0,12.0,270.0,45.0,3.0,9.287301413,29.4766,70.5234,4.80811103,4.47531,,,,10.1016/j.jcat.2017.12.029,,2018
1.0,Pd,0.04,Null,,4.028916757,Decomposition-precipitation,50.0,12.0,290.0,45.0,3.0,9.287301413,31.2397,68.7603,5.030437921,5.7716,,,,10.1016/j.jcat.2017.12.029,,2018
0.1111,Null,,Null,,3.852273001,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,72.1,27.9,3.2821135,7.5,,,,10.1007/s11144-020-01919-0,Inverse ZnO/Cu catalysts for methanol synthesis from CO2 hydrogenation,2021
0.25,Null,,Null,,2.708050201,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,65.7,34.3,3.59027385,8.0,,,,10.1007/s11144-020-01919-0,,2021
0.4286,Null,,Null,,0.693147181,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,58.3,41.7,3.753074166,8.3,,,,10.1007/s11144-020-01919-0,,2021
0.6667,Null,,Null,,3.737669618,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,40.8,59.2,4.223675479,8.9,,,,10.1007/s11144-020-01919-0,,2021
1.0,Null,,Null,,2.944438979,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,59.9,40.1,3.825484244,8.4,,,,10.1007/s11144-020-01919-0,,2021
1.5,Null,,Null,,1.945910149,Microemulsion,350.0,2.0,250.0,20.0,3.0,8.188689124,65.7,34.3,4.071962611,13.5,,,,10.1007/s11144-020-01919-0,,2021
2.5,Null,,Null,,1.791759469,Impregnation,500.0,2.0,210.0,30.0,3.0,8.188689124,31.8291,68.1709,2.302585093,1.05263,,,,10.1007/s11164-023-05063-x,Optimizing interfacial interaction between Cu and metal oxides boosts methanol yield in CO2 hydrogenation,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,210.0,30.0,3.0,8.188689124,27.0723,72.9277,3.36729583,3.10526,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Co-precipitation,500.0,2.0,210.0,30.0,3.0,8.188689124,29.7157,70.2843,3.691376334,4.5,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,210.0,30.0,3.0,8.188689124,28.4218,71.5782,4.100989105,6.71053,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,210.0,30.0,3.0,8.188689124,20.0798,79.9202,4.409155302,8.23684,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,210.0,30.0,3.0,8.188689124,28.4746,71.5254,4.283586562,8.10526,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,190.0,30.0,3.0,8.188689124,83.7545,16.2455,2.30488579,4.31452,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,230.0,30.0,3.0,8.188689124,50.9025,49.0975,4.075420961,9.15686,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,250.0,30.0,3.0,8.188689124,34.296,65.704,4.693978962,12.8026,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,270.0,30.0,3.0,8.188689124,26.7148,73.2852,5.143525443,18.0534,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,1.945910149,Impregnation,500.0,2.0,290.0,30.0,3.0,8.188689124,24.5487,75.4513,5.351591481,21.6147,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,6.882334902,Impregnation,500.0,2.0,210.0,30.0,3.0,7.783224016,36.1011,63.8989,3.994155835,10.2219,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,6.882334902,Impregnation,500.0,2.0,210.0,30.0,3.0,8.699514748,18.4116,81.5884,4.901787222,7.99938,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,6.882334902,Impregnation,500.0,2.0,210.0,30.0,3.0,9.035986985,16.2455,83.7545,5.146738377,6.71,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,6.882334902,Impregnation,500.0,2.0,210.0,30.0,3.0,9.287301413,15.1625,84.8375,4.996130608,4.59052,,,,10.1007/s11164-023-05063-x,,2023
2.5,Null,,Null,,6.882334902,Impregnation,500.0,2.0,210.0,30.0,3.0,9.574983486,5.7762,94.2238,4.705015521,2.32118,,,,10.1007/s11164-023-05063-x,,2023
0.75,Null,,Null,,3.058707073,Co-precipitation,450.0,4.0,220.0,40.0,3.0,7.313220387,41.6317,58.3683,3.150603739,6.79769,,,,10.1016/j.matchemphys.2018.05.028,Preparation of novel bimetallic CuZn-BTC coordination polymer nanorod for methanol synthesis from CO2 hydrogenation,2018
0.75,Null,,Null,,3.058707073,Co-precipitation,450.0,4.0,230.0,40.0,3.0,7.313220387,44.2153,55.7847,3.464552237,11.1069,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.75,Null,,Null,,3.058707073,Co-precipitation,450.0,4.0,240.0,40.0,3.0,7.313220387,49.4164,50.5836,3.431949922,13.7168,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.75,Null,,Null,,3.058707073,Co-precipitation,450.0,4.0,250.0,40.0,3.0,7.313220387,50.1303,49.8697,3.661861585,17.2977,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.75,Null,,Null,,3.058707073,Co-precipitation,450.0,4.0,260.0,40.0,3.0,7.313220387,51.3201,48.6799,3.790193941,20.3931,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,3.57950952,MOF-derived,450.0,3.0,220.0,40.0,3.0,7.313220387,41.1218,58.8782,3.349073591,8.31503,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,4.812235273,MOF-derived,450.0,3.0,230.0,40.0,3.0,7.313220387,41.2238,58.7762,3.742764025,12.9277,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,4.928432984,MOF-derived,450.0,3.0,240.0,40.0,3.0,7.313220387,40.8159,59.1841,4.009739236,16.9335,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,5.012095605,MOF-derived,450.0,3.0,250.0,40.0,3.0,7.313220387,41.8357,58.1643,4.078018534,18.8757,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,5.126793257,MOF-derived,450.0,3.0,260.0,40.0,3.0,7.313220387,43.6034,56.3966,4.07453878,19.9682,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.3802,Null,,Al,0.4964,4.928432984,Physical mixing,,,250.0,30.0,3.0,7.863266724,31.36518771,68.63481229,3.720767839,6.314814815,,,,10.1016/j.cej.2019.122052,Promoting CO2 hydrogenation to methanol by incorporating adsorbents into catalysts: Effects of hydrotalcite,2019
0.3802,LDH,4.1482,Al,0.4964,4.928432984,Physical mixing,,,250.0,30.0,3.0,7.863266724,29.23549488,70.76450512,3.70669224,6.037037037,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,4.928432984,Physical mixing,,,250.0,30.0,3.0,7.863266724,26.59385666,73.40614334,3.73945887,6.018518519,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,12.4446,Al,0.4964,4.928432984,Physical mixing,,,250.0,30.0,3.0,7.863266724,27.74061433,72.25938567,3.616404594,5.388888889,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,16.5928,Al,0.4964,4.928432984,Physical mixing,,,250.0,30.0,3.0,7.863266724,28.68259386,71.31740614,3.245735775,3.722222222,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,4.928432984,Physical mixing,,,250.0,15.0,3.0,7.863266724,35.9907,64.0093,3.546058466,5.6588,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,2.4765384,Physical mixing,,,250.0,20.0,3.0,7.863266724,33.0326,66.9674,3.624392766,5.86266,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,3.493472658,Physical mixing,,,250.0,25.0,3.0,7.863266724,27.7302,72.2698,3.714571412,5.95923,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,2.809402695,Physical mixing,,,250.0,30.0,3.0,7.170119543,46.2418,53.7582,2.868853971,6.64929,,,,10.1016/j.cej.2019.122052,,2019
0.3802,LDH,8.2964,Al,0.4964,3.701301974,Physical mixing,,,250.0,30.0,3.0,8.29404964,23.2559,76.7441,3.870742959,4.27962,,,,10.1016/j.cej.2019.122052,,2019
